"Field_ID","unique_ID","Survey_Event_ID","Observer","Survey_Date","Survey_Time","Wind","Temp","Sky_Code","Avg_Noise","Max_Noise","OVSP?","Site_Comments","Number_Detected","Expr1014","Lark_ID","Individual_ID","Sex","Age","Distance Band","Interval_1","Interval_2","Interval_3","Interval_4","Notes"
"23_3_1010",1010,434,"JMD","5/10/2023","9:05:00 AM",0.60,60.00,"1",61.80,88.10,0,"Tall trees along North and West sides, regular traffic, planes overhead, airport nearby, a few no tresspassing signs, signs along fence, killdeer nearby. Further down road more suitable",0,,,,,,,,,,,
"23_3_1069",1069,494,"JMD","5/22/2023","8:30:00 AM",3.00,58.40,"2",74.70,85.50,0,"Questionable site as it is surrounded by hazelnut trees with steep ditches, Wind made it hard to hear.",0,,,,,,,,,,,
"23_3_1089",1089,231,"ATC","5/3/2023","8:57:00 AM",1.50,59.10,"2",61.20,83.50,0,"fields with scattered cherry trees, pasture with goats",0,,,,,,,,,,,
"23_3_1091",1091,338,"JMD","5/25/2023","7:20:00 AM",0.00,57.50,"0",35.00,53.60,0,"Road dips and roadside growth block field view, mor ideal viweing locations further along road",0,,,,,,,,,,,
"23_3_1194",1194,457,"JMD","5/9/2023","6:31:00 AM",0.40,50.60,"2",68.10,87.00,0,"Tall trees on both sides of road, creek and bridge. Very questionable site. Steep ditches with lots of foliage.",0,,,,,,,,,,,
"23_3_1233",1233,376,"ATC","5/30/2023","9:30:00 AM",4.40,65.10,"2",55.50,82.20,0,"trees on the right, grass seed on the left",0,,,,,,,,,,,
"23_3_1251",1251,221,"ATC","5/4/2023","6:08:00 AM",1.00,56.80,"2",61.00,86.70,0,"Dense woods on all sides",0,,,,,,,,,,,
"23_3_1380",1380,300,"ATC","5/23/2023","7:45:00 AM",1.10,571.00,"2",66.60,86.10,0,"grass seed and fallow fields, houses directly on either side of road, patches of trees and brush, interrupted by conversation with driver",0,,,,,,,,,,,
"23_3_1414",1414,291,"ATC","5/27/2023","8:57:00 AM",5.20,53.20,"0",58.20,74.60,0,"grass seed fields on the left, empty field on the right looks like it was burned previously. MAKE hunting.",0,,,,,,,,,,,
"23_3_1577",1577,530,"JMD","6/5/2023","8:35:00 AM",0.70,66.20,"0",40.00,60.70,0,"Gravel road, relatively flat fields. 2 homes arround site, suggest 'moving' site down the road, although nearby there is a hazelnut field.",0,,,,,,,,,,,
"23_3_1603",1603,235,"ATC","5/3/2023","6:29:00 AM",1.20,52.40,"2",56.20,82.90,0,"Wetland area with some bare ground. Forest nearby",0,,,,,,,,,,,
"23_3_1677",1677,533,"JMD","6/5/2023","8:54:00 AM",0.40,69.00,"0",58.90,78.80,0,"Very low flying helicopter hovered over surrounding field",1,650,650,1,"U","A",,"X","X","X","S","East side of road"
"23_3_1694",1694,315,"MLG","6/1/2023","8:21:00 AM",1.30,57.90,"0",2.60,41.40,0,"Other sp. NOFL, WCSP, HOWR, SOSP, WITU, PSFL, MODO, WEWP, WCSP
Freshly tilled field to E of point, forest W. Line of trees ~160m E",0,,,,,,,,,,,
"23_3_1763",1763,302,"ATC","5/23/2023","7:07:00 AM",0.00,57.30,"2",46.40,73.30,0,"field with tall grass leading to a large pond on the right, trees obscure view to the left with field on the other side.",0,,,,,,,,,,,
"23_3_1831",1831,547,"JMD","6/5/2023","6:46:00 AM",0.40,49.40,"0",59.40,82.90,0,"Helicopter noises nearby, busy highway nearby. Homes nearby, trees block some of the street view.
Lots of robins.",0,,,,,,,,,,,
"23_3_1854",1854,340,"JMD","5/25/2023","8:05:00 AM",0.00,62.00,"0",37.90,55.60,0,"Hill bottom: lots of view blocked. Wheat and cow pasture, some chickens. Steep roadside shoulders",0,,,,,,,,,,,
"23_3_2031",2031,335,"JMD","5/25/2023","6:08:00 AM",0.00,51.50,"0",57.00,79.70,0,"Misty but burning off. Sheep field, gravel road, west side has trees and denser growth. City worker came by. Red winged blackbirds, turkeys among sheep",0,,,,,,,,,,,
"23_3_2095",2095,341,"JMD","5/25/2023","8:25:00 AM",0.00,59.30,"0",34.90,50.30,0,"Tall trees along Southeast side, gravel road
Barn swallows",0,,,,,,,,,,,
"23_3_2162",2162,339,"JMD","5/25/2023","7:45:00 AM",0.20,57.00,"0",40.40,60.50,0,"Lots of birdsong
Hazelnut field along East side, North side has tall trees - more suitable site for viewing before point on road",0,,,,,,,,,,,
"23_3_2181",2181,306,"ATC","5/23/2023","8:37:00 AM",1.10,63.30,"2",52.20,71.60,0,"grass seed in all directions, some shrubs and small trees along side of road, areas with short grass and clumps of forbs, tractor working in field close by. After the survey period I observed a female SHLA that flushed with individual 2 when I tried to get a closer look.",2,638,638,1,"M","A","3","S","V","S","S","heard singing, then seen skylarking. Landed and sang with other male"
"23_3_2181",2181,306,"ATC","5/23/2023","8:37:00 AM",1.10,63.30,"2",52.20,71.60,0,"grass seed in all directions, some shrubs and small trees along side of road, areas with short grass and clumps of forbs, tractor working in field close by. After the survey period I observed a female SHLA that flushed with individual 2 when I tried to get a closer look.",2,639,639,2,"M","A","2","X","S","S","S","heard singing from the ground"
"23_3_2189",2189,414,"ATC","6/7/2023","7:26:00 AM",2.90,64.30,"3",60.30,82.30,0,"grass seed fields, hazelnut orchard and vineyard nearby, clumps of trees, AMKE flew through survey area",0,,,,,,,,,,,
"23_3_2242",2242,544,"JMD","6/5/2023","6:12:00 AM",0.20,52.40,"0",56.60,81.50,0,"West side is tall trees, foliage, homes. Road lined with trees, limiting visibility. Areas before this site seem more suitable in terms or visibility. Quiet area. Quail.",0,,,,,,,,,,,
"23_3_2276",2276,433,"JMD","5/10/2023","6:31:00 AM",0.00,41.40,"3",35.70,46.30,0,"Clear sky with little mist, sun peaked up making it harder to see through mist",0,,,,,,,,,,,
"23_3_2345",2345,444,"JMD","5/9/2023","8:32:00 AM",0.60,52.90,"2",62.90,82.50,0,"North side is houses with tall trees and dense foliage, South side is partially blocked byy berry
bramble. Regular traffic, RWBB",0,,,,,,,,,,,
"23_3_2370",2370,312,"MLG","6/1/2023","6:52:00 AM",0.00,49.40,"0",0.30,22.40,0,"Other sp. WEWP, WIWA, BRCR, LEGO, BHGR, CBCH, AMCR, AMRO, EUCD, COYE, TRSW
Tall trees on both sides of the point, house/barn to west",0,,,,,,,,,,,
"23_3_2379",2379,439,"JMD","5/10/2023","8:10:00 AM",0.10,57.90,"1",67.90,89.90,0,"Blackberry brambles line roadside, hard to see anything. East side has tall trees/foliage, very steep ditches, Regular traffic. Not a very suitable spot.",0,,,,,,,,,,,
"23_3_2451",2451,294,"ATC","5/24/2023","9:49:00 AM",4.60,60.80,"0",57.20,75.10,0,"hazelnuts on the left, open field on the right with variety of grasses and forbs",0,,,,,,,,,,,
"23_3_2506",2506,314,"MLG","6/1/2023","7:39:00 AM",0.00,47.40,"0",6.90,64.70,0,"Other sp. PSFL, DEJU, WETA, AMRO, RBNU, CBCH, HEWA, SPTO, AMGO, BRCR, SOSP, BRCO, BTYW
*JD marked this point unusuable, didn't know that before I surveyed.
Tall trees on both sides of the rd, lots of vehicle traffic including log trucks",0,,,,,,,,,,,
"23_3_2585",2585,435,"JMD","5/10/2023","8:45:00 AM",0.60,63.30,"1",55.20,75.70,0,"Gravel road, regular traffic. Lots of tall trees nearby, North side has dense foliage",0,,,,,,,,,,,
"23_3_2645",2645,431,"JMD","5/10/2023","9:25:00 AM",0.40,58.00,"1",54.70,69.40,0,"Blackberry brambles partially block view of south field",1,644,644,1,"U","A","2","X","X","V","V","saw this one next to other"
"23_3_2645",2645,431,"JMD","5/10/2023","9:25:00 AM",0.40,58.00,"1",54.70,69.40,0,"Blackberry brambles partially block view of south field",1,643,643,1,"F","A","2","S","S","V","V","heard then saw between bramble spaces"
"23_3_2666",2666,561,"JMD","6/11/2023","6:20:00 AM",0.40,53.10,"0",55.30,72.30,0,"Small field surrounded by tall/dense trees near highway, regular traffic/ Hazelnut field across. Steep shoulders.",0,,,,,,,,,,,
"23_3_2712",2712,577,"JMD","6/15/2023","6:30:00 AM",0.00,55.30,"1",47.50,59.60,0,"West field is mint, smells amazing. East side if mowed down grass field.
Swallows, RWBB.",0,,,,,,,,,,,
"23_3_2771",2771,437,"JMD","5/10/2023","7:36:00 AM",0.40,56.00,"1",65.90,85.10,0,,0,,,,,,,,,,,
"23_3_2839",2839,319,"MLG","6/1/2023","9:42:00 AM",2.40,63.50,"0",11.40,77.90,0,"Other sp. WRBL, SOSP, GBHE
On hwy99, lots of traffic. Pond on E side of point, ag field to W, trees SW",0,,,,,,,,,,,
"23_3_2893",2893,545,"JMD","6/5/2023","6:27:00 AM",0.50,50.30,"0",64.00,83.80,0,"Narrow shoulder, parked further up the road then walked to site. Brambles block street view of much of the field.",1,653,653,1,"U","A",,"X","X","X","S","Heard a couple times, then quiet the rest of the time."
"23_3_3032",3032,226,"ATC","5/4/2023","7:42:00 AM",0.80,51.90,"2",52.00,78.00,0,"Neighborhood",0,,,,,,,,,,,
"23_3_3035",3035,512,"JMD","5/30/2023","7:25:00 AM",2.50,52.50,"2",66.60,86.10,0,"Busy highway nearby, occasional traffic down site road. Lots of robins and blackbirds. South side of road has homes nearby.",0,,,,,,,,,,,
"23_3_3056",3056,232,"ATC","5/3/2023","8:32:00 AM",0.00,58.60,"2",47.40,74.90,0,"houses on the left, pasture with hoeses on the right",0,,,,,,,,,,,
"23_3_3170",3170,529,"JMD","6/5/2023","7:30:00 AM",0.70,52.00,"0",54.30,75.40,0,"Gravel road. Not an ideal spot on this road, other areas on this raod are more suitavle with less trees and a wider visibility range. Single car drove by very slowly.",0,,,,,,,,,,,
"23_3_3238",3238,417,"ATC","6/7/2023","7:07:00 AM",1.30,57.70,"3",48.10,77.30,0,"gravel road, grass seed fields, hazelnut orchard to right of road, 2 AMKE nearby, big dust cloud moved in",0,,,,,,,,,,,
"23_3_3241",3241,416,"ATC","6/7/2023","6:25:00 AM",1.80,57.30,"1",52.20,74.10,0,"grass seed and unmanaged fields, gravel road, hazelnut orchard nearby, a few buildings",0,,,,,,,,,,,
"23_3_3255",3255,297,"ATC","5/24/2023","7:25:00 AM",0.00,50.90,"1",41.50,58.90,0,"grass seed to the left, field to the right with tall grass + forbs, trees along side of road",0,,,,,,,,,,,
"23_3_3256",3256,296,"ATC","5/24/2023","7:47:00 AM",0.00,61.50,"1",46.40,72.50,0,"fields with grass of variable height, forbs, marshy areas",0,,,,,,,,,,,
"23_3_3284",3284,511,"JMD","5/30/2023","8:08:00 AM",0.20,56.30,"2",45.80,68.20,0,"Gravel road, my steps were the only noise. SAVS, locations seems ideal.",0,,,,,,,,,,,
"23_3_3292",3292,579,"JMD","6/15/2023","7:14:00 AM",0.00,55.80,"0",35.40,51.70,0,"North side is wheat field, south side is small/short growth.",0,,,,,,,,,,,
"23_3_3293",3293,578,"JMD","6/15/2023","7:00:00 AM",0.00,58.10,"0",38.50,52.30,0,"East side is dense blackberry bramble, west side is grass field about 2.5ft tall. Gravel road.",0,,,,,,,,,,,
"23_3_3327",3327,295,"ATC","5/24/2023","8:14:00 AM",1.60,65.80,"1",58.20,74.30,0,"parked and walked a few minutes down a hiking trail to reach point. Lots of trees surrounding a field of tall grass. Lake nearby",0,,,,,,,,,,,
"23_3_3368",3368,546,"JMD","6/5/2023","7:09:00 AM",0.00,49.50,"0",54.70,73.60,0,"South side of road is covered in bramble. North side is flattened dirt field with brambles dividing it. Hilly area.",0,,,,,,,,,,,
"23_3_3485",3485,384,"ATC","5/31/2023","7:32:00 AM",0.00,66.70,"1",63.70,83.10,0,"grass seed on all sides, houses with trees",0,,,,,,,,,,,
"23_3_3501",3501,440,"JMD","5/9/2023","6:52:00 AM",0.00,60.60,"1",58.70,77.20,0,"Short fields. Heard on west side field! Dry, not planted this year apparently.
Barn swallows",1,645,645,1,"U","A","2","X","S","S","S","Only song heard, no overlap so assumed one individual"
"23_3_3526",3526,418,"ATC","6/7/2023","6:05:00 AM",0.00,54.90,"0",73.00,92.60,0,"fallow fields on both sides, vineyards nearby, some buildings with trees, heavy traffic",0,,,,,,,,,,,
"23_3_3572",3572,524,"JMD","6/2/2023","9:05:00 AM",0.80,58.50,"0",73.50,89.10,0,"Highway, heavy traffic, lots of trucks, cannot cross street.
Killdeer, blackbirds. Seems like more sites could be possible even closer to nearby airport (Corvallis)",0,,,,,,,,,,,
"23_3_3581",3581,509,"JMD","5/26/2023","6:15:00 AM",0.00,58.00,"0",38.40,63.20,0,"South side is dense woods. North side has some tall trees, meadow",0,,,,,,,,,,,
"23_3_3698",3698,514,"JMD","5/30/2023","6:45:00 AM",1.20,48.20,"2",60.30,82.30,0,"East field is crimson clover. West side is homes with lawns, small fenced pasture with tall trees.
Regular traffic",1,648,648,1,"U","A",,"X","X","X","S","Song sounded a bit slow but right melody"
"23_3_3716",3716,257,"ATC","5/17/2023","6:22:00 AM",1.30,58.90,"0",67.70,85.10,0,"christmas tree farm on a hill, grass seed field with large mound of dirt in the middle",0,,,,,,,,,,,
"23_3_3746",3746,388,"ATC","5/31/2023","6:55:00 AM",1.80,54.00,"2",69.50,92.70,0,"clover, hazelnuts nearby, cemetary, unkown short crop",0,,,,,,,,,,,
"23_3_3759",3759,569,"JMD","6/13/2023","6:12:00 AM",0.00,51.30,"2",39.50,53.70,0,"East side is wheat field, west side is hazelnut field. Very quiet area with little birdsong.",0,,,,,,,,,,,
"23_3_3784",3784,560,"JMD","6/11/2023","6:43:00 AM",0.00,55.20,"0",36.00,48.50,0,"Gravel road, west side is wheat field, south side of flowers about 2.5ft tall. Lots of birdsong, CAQU.",0,,,,,,,,,,,
"23_3_3808",3808,336,"JMD","5/25/2023","6:38:00 AM",0.00,54.60,"0",63.40,83.20,0,"Gravel road, lots of birdsong. Trucks with tractor loads drove by, loud and dusty
No SHLA detection",0,,,,,,,,,,,
"23_3_3840",3840,230,"ATC","5/3/2023","9:46:00 AM",2.60,58.90,"2",65.80,85.80,0,"Dense grass to the right, airfield to the left, NOHA hunting nearby",1,607,607,1,"M","A","4","X","X","S","V","song heard approaching survey point from airfield. Observed singing from the air above survey point, before flying out of detection range again"
"23_3_3854",3854,436,"JMD","5/10/2023","7:20:00 AM",0.40,51.70,"0",61.60,89.10,0,"West side has tall dense trees
American robins",0,,,,,,,,,,,
"23_3_3880",3880,528,"JMD","6/5/2023","7:54:00 AM",0.40,56.40,"0",50.50,70.30,0,"Gravel road, tall trees nearby.
Quail, barn swallows, northern flicker.",0,,,,,,,,,,,
"23_3_3901",3901,506,"JMD","5/26/2023","7:26:00 AM",0.20,64.20,"0",59.90,85.60,0,"Swallows. South side freshly planted field, North side seems SHLA ideal. Single very loud truck drove by.",0,,,,,,,,,,,
"23_3_3904",3904,517,"JMD","5/30/2023","6:08:00 AM",0.00,53.00,"2",54.20,79.60,0,"Gravel road. North side of road is mature hazelnut field. Single, loud car drove by.",0,,,,,,,,,,,
"23_3_3914",3914,244,"ATC","5/14/2023","6:34:00 AM",0.00,59.40,"0",46.20,60.10,0,"young hazelnuts and grass seed, a few houses",0,,,,,,,,,,,
"23_3_3925",3925,305,"ATC","5/23/2023","9:06:00 AM",2.60,69.30,"2",51.50,75.00,0,"grass seed and open fields with some shrubs and small trees, oak woodland nearby, MAKE seen hunting",0,,,,,,,,,,,
"23_3_3935",3935,318,"MLG","6/1/2023","8:59:00 AM",1.40,54.30,"0",1.30,65.30,0,"Other sp. DEJU, OCWA, SOSP, BHCO, AMRO, BTPI, BHGR
Trees on both sides. House to NW of point",0,,,,,,,,,,,
"23_3_3936",3936,316,"MLG","6/1/2023","8:45:00 AM",1.20,57.40,"0",2.20,69.70,0,"Other sp. CASJ, MODO, WCSP, EUCD, CAQU
Orchards on both sides of the road",0,,,,,,,,,,,
"23_3_3998",3998,505,"JMD","5/26/2023","7:52:00 AM",0.00,63.40,"0",41.60,64.80,0,"East side has shallow pond surrounded by trees. West side is grass/wheat field. RWBB, CORA",0,,,,,,,,,,,
"23_3_4054",4054,438,"JMD","5/10/2023","8:23:00 AM",0.40,65.00,"1",66.30,85.20,0,"Regular traffic
Savannah sparrow, american goldfinch, barn swallows",0,,,,,,,,,,,
"23_3_4078",4078,473,"JMD","5/3/2023","8:47:00 AM",0.00,60.20,"1",39.50,64.70,0,"Some tall trees nearby, barn swallows",0,,,,,,,,,,,
"23_3_4167",4167,240,"ATC","5/14/2023","7:17:00 AM",2.50,69.00,"0",52.00,77.40,0,"Tall grass on all sides, airfield nearby, NOHA hunting",0,,,,,,,,,,,
"23_3_4170",4170,236,"ATC","5/3/2023","7:11:00 AM",0.10,56.30,"2",75.50,101.10,0,"River on the right, highway and train tracks on the left with tall trees past them. Blackberry brambles along road and river bank",0,,,,,,,,,,,
"23_3_4190",4190,415,"ATC","6/7/2023","8:59:00 AM",2.00,71.60,"1",68.70,90.70,0,"woods on all sides, some houses with large yards",0,,,,,,,,,,,
"23_3_4202",4202,228,"ATC","5/4/2023","8:08:00 AM",0.60,52.20,"2",72.90,84.30,0,"Dense trees and buildings to the right, open cow pasture to the left",0,,,,,,,,,,,
"23_3_4261",4261,445,"JMD","5/9/2023","8:47:00 AM",0.30,57.40,"2",56.90,80.90,0,"East side is homes, North side is grass. Bramble lines roadside, not much open space to park or view. Infrequent traffic",0,,,,,,,,,,,
"23_3_4262",4262,293,"ATC","5/24/2023","5:51:00 AM",0.00,38.60,"3",54.40,79.10,0,"houses and trees on the left, grass seed on the right",0,,,,,,,,,,,
"23_3_4283",4283,233,"ATC","5/3/2023","7:32:00 AM",0.00,58.60,"2",67.10,91.80,0,"Neighborhood, trees to the left, property with open field to the right",0,,,,,,,,,,,
"23_3_4295",4295,260,"ATC","5/17/2023","7:36:00 AM",0.00,67.00,"0",54.00,74.20,0,"grasss seed, christmas tree farm nearby, areas of wet ground with marsh grass",0,,,,,,,,,,,
"23_3_4315",4315,504,"JMD","5/26/2023","8:18:00 AM",0.00,68.60,"0",58.40,82.10,0,"Hazelnut field and grasses, gravel road with regular traffic made it loud and dusty.",0,,,,,,,,,,,
"23_3_4335",4335,309,"MLG","6/1/2023","5:58:00 AM",0.00,44.50,"0",3.20,69.00,0,"Other sp. AMRO, RWBL, WCSP, EUCD, SPTO, WODO, HOWR, INPE, BRBL, CEDW
Tall (>1m) grass field to s, recently seeded grass field to N. Pine tree plot to NE",0,,,,,,,,,,,
"23_3_4336",4336,310,"MLG","6/1/2023","6:13:00 AM",0.00,44.20,"0",2.30,71.00,0,"Other sp. SASP, RWBL, COYE, BRBL, AMRO
Tall (>1m) grass fields on either side. Point is at a transformer tower, constant low buzz",0,,,,,,,,,,,
"23_3_4422",4422,443,"JMD","5/9/2023","8:08:00 AM",0.30,56.00,"2",46.00,68.00,0,"Pole farm in the middle of Peavy arboretum, forest area, lots of people. Very unsuitable.
Swallows, chikadees, white capped sparrows",0,,,,,,,,,,,
"23_3_4451",4451,292,"ATC","5/23/2023","6:12:00 AM",0.00,40.10,"3",76.40,105.70,0,"houses on the left, shrubs along right side with grass seed beyond. Moderate traffic",0,,,,,,,,,,,
"23_3_4453",4453,364,"JMD","5/16/2023","7:45:00 AM",0.40,66.30,"0",70.10,87.80,0,"West side lined with tall trees and fence
East side is seedling field
Pulses of traffic, loud
Killdeer nesting in field, red winged blackbirds, swallows",0,,,,,,,,,,,
"23_3_4473",4473,377,"ATC","5/30/2023","9:53:00 AM",1.80,63.80,"1",56.80,80.20,0,"gravel road with grass seed fields on all sides. A few trees, NHA hunting",0,,,,,,,,,,,
"23_3_4493",4493,432,"JMD","5/10/2023","6:55:00 AM",0.00,45.80,"0",53.50,81.20,0,"North side is newly planted field, south side is barren with farm complex. Further east down road seems more ideal. Lots of swallows. Single car drove by in last few seconds.",0,,,,,,,,,,,
"23_3_4514",4514,458,"JMD","5/9/2023","6:06:00 AM",0.40,53.80,"2",67.00,90.90,0,"Short field on South side, couple inches tops. North side is creek with tall trees. Busy commuter traffic",0,,,,,,,,,,,
"23_3_4527",4527,559,"jmd","6/11/2023","5:43:00 AM",0.00,52.00,"0",38.50,56.30,0,"Forest/trees surrounding field, farmstead nearby. Lots of birdsong.",0,,,,,,,,,,,
"23_3_4540",4540,301,"ATC","5/23/2023","7:28:00 AM",0.00,55.70,"2",71.00,88.40,0,"storage building on the left, vineyards, empty field and grass seed fields, moderate traffic",0,,,,,,,,,,,
"23_3_4591",4591,308,"MLG","6/1/2023","5:35:00 AM",0.00,50.00,"0",6.90,77.50,0,"Other sp. EUST, WEWP, INPF, COYE, SOSP, YEWA, KILL, AMRO
Tall trees lining both sides of the road, pasture to west, grass seed to east",0,,,,,,,,,,,
"23_3_4623",4623,303,"ATC","5/23/2023","6:48:00 AM",0.00,57.10,"2",51.00,73.60,0,"fallow field on one side, grassy slope on the other leading to slough, trees and blackberry brambles along side of road",0,,,,,,,,,,,
"23_3_4683",4683,298,"ATC","5/24/2023","6:41:00 AM",1.10,45.50,"1",72.90,87.30,0,"rows of juniper along either side of road, grass seed and hazelnuts beyond. Heavy traffic",0,,,,,,,,,,,
"23_3_4712",4712,508,"JMD","5/26/2023","5:52:00 AM",0.00,58.20,"0",63.30,85.80,0,"Regular traffic. Trees along east side of road, wheat field on west side. Blackberries line the east side as well.",0,,,,,,,,,,,
"23_3_4732",4732,442,"JMD","5/9/2023","7:35:00 AM",0.30,53.20,"2",60.60,81.70,0,"South side is barren field, North side is tall grass",0,,,,,,,,,,,
"23_3_4735",4735,515,"JMD","5/30/2023","7:10:00 AM",0.80,54.20,"2",77.50,89.20,0,"Very busy highway, very loud. Tall trees nearby.",0,,,,,,,,,,,
"23_3_4739",4739,441,"JMD","5/9/2023","7:15:00 AM",0.30,52.60,"2",63.40,81.80,0,"East side has tall trees, regular traffic. N harrier, blackbirds",0,,,,,,,,,,,
"23_3_4742",4742,239,"ATC","5/14/2023","6:52:00 AM",0.00,62.30,"0",53.50,74.40,0,"grass seed, hazelnuts, a few houses and patches of trees, small creek",0,,,,,,,,,,,
"23_3_4793",4793,474,"JMD","5/3/2023","9:06:00 AM",0.00,64.00,"1",65.90,89.60,0,"Tractor drove by. Rough gravel road
Coyote in distance",0,,,,,,,,,,,
"23_3_4818",4818,333,"JMD","5/25/2023","9:05:00 AM",0.20,71.90,"0",56.30,73.30,0,"Christmas tree fields/farm
Lots of loud crickets; robins, swallows, kildeer",0,,,,,,,,,,,
"23_3_4821",4821,342,"JMD","5/25/2023","8:45:00 AM",0.00,63.40,"0",52.60,77.70,0,"Gravel road, got super sunny. Pond nearby, some traffic",1,622,622,1,"U","A",,"X","X","X","S","both short and long songs heard, no visual (in grass)"
"23_3_4840",4840,385,"ATC","5/31/2023","8:04:00 AM",2.30,62.20,"2",55.70,80.00,0,"wheat on all sides, scattered trees, gravel road",0,,,,,,,,,,,
"23_3_4883",4883,562,"JMD","6/11/2023","7:19:00 AM",1.80,55.90,"0",65.10,88.80,0,"Both sides of road have nice open/bare fields
SHLA songs heard in distictly different areas of the field in rapid back and forth",2,658,658,1,,"A",,"X","X","X","S",
"23_3_4883",4883,562,"JMD","6/11/2023","7:19:00 AM",1.80,55.90,"0",65.10,88.80,0,"Both sides of road have nice open/bare fields
SHLA songs heard in distictly different areas of the field in rapid back and forth",2,659,659,2,,"A",,"X","X","X","S",
"23_3_4911",4911,249,"ATC","9/14/2023","8:32:00 AM",2.20,73.60,"0",54.40,77.90,0,"grass seed on one side, row of houses with tall trees on the other side",0,,,,,,,,,,,
"23_3_4931",4931,532,"JMD","6/5/2023","9:23:00 AM",0.80,66.20,"0",49.30,69.30,0,"Road has deep ditches, gravel road. Homes nearby, barn/warehouse across from homes at the edge of the field. Barn swallows. Flower field.",0,,,,,,,,,,,
"23_3_4951",4951,507,"JMD","5/26/2023","6:59:00 AM",0.00,64.30,"0",47.30,71.10,0,"Small field enclosed by tall trees, roadside lined with saplings and blackberries. West side of road is dense forest, gravel road.",0,,,,,,,,,,,
"23_3_4971",4971,337,"JMD","5/25/2023","7:00:00 AM",0.00,56.60,"0",66.40,91.90,0,"Regular traffic, steep wet ditches. Forest growth nearby, horses in west field",0,,,,,,,,,,,
"23_3_5039",5039,334,"JMD","5/25/2023","9:27:00 AM",0.50,72.10,"0",65.80,90.70,0,"Vineyard, short pea fields
Regular traffic open fields",1,615,615,1,"U","A","2","X","S","S","S","Hidden in pea field, no song overlap (one bird counted)"
"23_3_5119",5119,234,"ATC","5/3/2023","8:14:00 AM",1.20,53.80,"2",68.90,88.00,0,"Forested slope on left, grassy slope on the right leading to reservoir. Dam nearby",0,,,,,,,,,,,
"23_3_5185",5185,419,"ATC","6/7/2023","5:47:00 AM",2.00,57.30,"0",74.30,92.30,0,"vineyards on the right, brush along road on the left with fields beyond, heavy traffic, tractor spraying in vineyard",0,,,,,,,,,,,
"23_3_5208",5208,542,"JMD","6/5/2023","9:45:00 AM",0.70,70.00,"0",47.60,54.50,0,"Group of homes nearby, site is a corner, further up the road is more open and suitable/safe. Quiet area.",0,,,,,,,,,,,
"23_3_5219",5219,218,"ATC","5/5/2023","6:52:00 AM",0.00,59.90,"2",58.50,83.60,0,"Large building on the right, open fields with some trees, alpacas.",0,,,,,,,,,,,
"23_3_5294",5294,258,"ATC","5/17/2023","8:47:00 AM",1.60,75.40,"0",52.00,86.70,0,"grass seed in all directions, some patches of bare ground, tractor spraying nearby",0,,,,,,,,,,,
"23_3_5344",5344,219,"ATC","5/5/2023","7:23:00 AM",1.40,54.60,"2",57.10,77.90,0,"Neighborhood, large yards, scattered trees. Cat in survey area",0,,,,,,,,,,,
"23_3_0536",536,317,"MLG","6/1/2023","9:19:00 AM",1.50,60.60,"0",25.10,80.50,0,"Other sp. CEDW, CHSP, ACWO, AMRO
Mature hazelnut orchard (+10 foot trees) on N side, wheat on S side. Lots of traffic inluding construction and logging trucks",0,,,,,,,,,,,
"23_3_5391",5391,568,"JMD","6/13/2023","5:47:00 AM",0.40,59.00,"0",70.60,83.20,0,"Busy highway, not crossing road. East side is garlic field and grassess, west side is grass field.",0,,,,,,,,,,,
"23_3_5428",5428,489,"JMD","5/22/2023","6:27:00 AM",0.30,53.50,"2",74.40,85.90,0,"Busy highway, lots of trucks and commuter traffic. Lots of shrubbery and growth east side",0,,,,,,,,,,,
"23_3_5444",5444,220,"ATC","5/5/2023","7:46:00 AM",2.10,53.80,"2",57.70,80.80,0,"Cow pasture and farm houses, dog barking at me throughout survey.",0,,,,,,,,,,,
"23_3_5451",5451,304,"ATC","5/23/2023","6:27:00 AM",0.00,56.00,"2",55.50,72.90,0,"gravel raod adjecent to slough, oak prairie with variety of ground cover",0,,,,,,,,,,,
"23_3_5530",5530,262,"ATC","5/17/2023","9:22:00 AM",0.00,72.60,"0",46.60,72.50,0,"forest behind and to the left, grass seed on the right",0,,,,,,,,,,,
"23_3_5533",5533,263,"ATC","5/17/2023","9:06:00 AM",0.00,80.20,"0",64.90,81.20,0,"blackberry brambles along one side, grass seed on the other side, patch of trees nearby",0,,,,,,,,,,,
"23_3_5570",5570,387,"ATC","5/31/2023","8:26:00 AM",2.50,77.70,"2",56.40,87.80,0,"herbs in all directions, gravel raod, mostly dry creek",0,,,,,,,,,,,
"23_3_5577",5577,307,"ATC","5/23/2023","9:35:00 AM",0.90,66.10,"2",55.50,75.10,0,"Large grass seed fields, oak woodland nearby, house along side of road, oaks along both sides of raod limit visibillity.",0,,,,,,,,,,,
"23_3_5582",5582,491,"JMD","5/22/2023","9:00:00 AM",2.70,62.00,"3",49.70,64.10,1,"Field being watered. Gravel road, east side is garlic, west side is grass. Raod lower than field, affecting visibility. Raptor nest nearby. Friendly person stopped to ask about my activities and point",0,,,,,,,,,,,
