OBJECTID,ORIG_FID,ID,FEATTYP,FT,F_JNCTID,F_JNCTTYP,T_JNCTID,T_JNCTTYP,PJ,METERS,FRC,NETCLASS,NETBCLASS,NET2CLASS,SOL,NAMETYP,CHARGE,SHIELDNUM,RTETYP,RTEDIR,RTEDIRVD,PROCSTAT,FOW,SLIPRD,FREEWAY,BACKRD,TOLLRD,RDCOND,STUBBLE,PRIVATERD,CONSTATUS,ONEWAY,F_BP,T_BP,F_ELEV,T_ELEV,KPH,MINUTES,POSACCUR,CARRIAGE,LANES,RAMP,ADAS,TRANS,DYNSPEED,SPEEDCAT,NTHRUTRAF,ROUGHRD,PARTSTRUC,STATE,FULLNAME,PREFIX,PRETYPE,NAME,TYPE,SUFFIX,NAME_DIR,NAMELC,GIS_PRC_DT,recovery_zone,unique_ID,max_2017,max_2018,max_2020,max_2021,max_2017_scaled,max_2018_scaled,max_2020_scaled,max_2021_scaled,X_coord,Y_coord,four_year_avg,four_year_avg_scaled,pct_suitable_2021,UTM_X,UTM_Y,Shape_Length,Shape_Area,surveyed_2022,num_birds_2022
50,83,488400001225066,4110,0,488400200158260,0,488400200156484,0,0,3820.199999999999818,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,1,0,32,7.166000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Loganberry Ln,SW, ,Loganberry,Ln, ,,en,,3,50,5,8,6,8,0.5000000,0.7940000,0.5980000,0.7940000,-123.3659668,45.0894127,6.7500000,0.7882353,0.0178423,471201.4062500,4992948.5000000,1256.637061435917303,125663.706143591727596,0,
51,84,488400000923548,4110,0,488400200161697,0,488400200160469,0,0,805.500000000000000,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,32,1.511000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Mill St,SW, ,Mill,St, ,,en,,3,51,6,5,6,6,0.5980000,0.5000000,0.5980000,0.5980000,-123.4072495,45.0932465,5.7500000,0.6729411,0.0000000,467954.3750000,4993389.5000000,1256.637061435917303,125663.706143591727596,0,
52,85,488400000923552,4110,0,488400200160976,0,488400200161697,0,0,983.500000000000000,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,32,1.845000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Mill Creek Rd,SW, ,Mill Creek,Rd, ,,en,,3,52,7,7,5,7,0.6960000,0.6960000,0.5000000,0.6960000,-123.4182434,45.0892982,6.5000000,0.7594118,0.0015464,467086.9687500,4992955.5000000,1256.637061435917303,125663.706143591727596,0,
53,86,488400000917332,4110,0,488400200148787,0,488400200143932,0,0,928.200000000000045,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,32,1.741000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Muddy Valley Rd,SW, ,Muddy Valley,Rd, ,,en,,3,53,4,8,4,8,0.4020000,0.7940000,0.4020000,0.7940000,-123.3186569,45.1231346,6.0000000,0.7017647,0.1161992,474938.6250000,4996678.5000000,1256.637061435917303,125663.706143591727596,0,
54,87,488400000917339,4110,0,488400200148142,0,488400200157022,0,0,1359.599999999999909,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,32,2.551000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Muddy Valley Rd,SW, ,Muddy Valley,Rd, ,,en,,3,54,6,7,6,7,0.5980000,0.6960000,0.5980000,0.6960000,-123.3201599,45.1438560,6.5000000,0.7594118,0.0000000,474829.7812500,4998981.0000000,1256.637061435917303,125663.706143591727596,1,0
55,88,488400000917339,4110,0,488400200148142,0,488400200157022,0,0,1359.599999999999909,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,32,2.551000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Muddy Valley Rd,SW, ,Muddy Valley,Rd, ,,en,,3,55,3,7,4,6,0.3040000,0.6960000,0.4020000,0.5980000,-123.3214493,45.1495743,5.0000000,0.5864706,0.0000000,474730.7500000,4999616.5000000,1256.637061435917303,125663.706143591727596,0,
56,89,488400000917408,4110,0,488400200150659,0,488400200150456,0,0,1974.400000000000091,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,32,3.703000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Muddy Valley Rd,SW, ,Muddy Valley,Rd, ,,en,,3,56,2,4,3,4,0.2060000,0.4020000,0.3040000,0.4020000,-123.3195190,45.1601830,3.2500000,0.3847059,0.0000000,474887.5000000,5000794.5000000,1256.637061435917303,125663.706143591727596,0,
57,90,488400000917408,4110,0,488400200150659,0,488400200150456,0,0,1974.400000000000091,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,32,3.703000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Muddy Valley Rd,SW, ,Muddy Valley,Rd, ,,en,,3,57,8,6,3,6,0.7940000,0.5980000,0.3040000,0.5980000,-123.3184128,45.1659622,5.7500000,0.6729411,0.0000000,474977.0312500,5001436.5000000,1256.637061435917303,125663.706143591727596,0,
58,91,488400000917408,4110,0,488400200150659,0,488400200150456,0,0,1974.400000000000091,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,32,3.703000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Muddy Valley Rd,SW, ,Muddy Valley,Rd, ,,en,,1,58,7,6,6,6,0.6960000,0.5980000,0.5980000,0.5980000,-123.3148422,45.1711235,6.2500000,0.7305883,0.0000000,475259.5937500,5002008.5000000,1256.637061435917303,125663.706143591727596,0,
59,93,488400000331860,4110,0,488400200144098,0,488400200153459,0,0,767.899999999999977,7,0,0,4,0,0, , ,0, , ,1,3,0,0,3, ,1,0,0, ,,0,0,0,0,24,1.919000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon, ,,, ,,,, ,,3,59,8,6,3,6,0.7940000,0.5980000,0.3040000,0.5980000,-123.3614502,45.1060905,5.7500000,0.6729411,0.0000000,471565.0312500,4994799.5000000,1256.637061435917303,125663.706143591727596,0,
60,94,488400000876188,4110,0,488400200157916,0,488400200155797,0,0,679.200000000000045,7,0,0,4,0,0, , ,0, , ,1,3,0,0,3, ,1,0,0, ,,0,0,0,0,24,1.697000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon, ,,, ,,,, ,,3,60,6,7,8,7,0.5980000,0.6960000,0.7940000,0.6960000,-123.3744049,45.0816002,7.0000000,0.8170588,0.0000000,470532.8437500,4992083.5000000,1256.637061435917303,125663.706143591727596,0,
61,96,488400000923520,4110,0,488400200153767,0,488400200147455,0,0,1397.599999999999909,7,0,0,4,0,0, , ,0, , ,1,3,0,0,3, ,1,0,0, ,,0,0,0,0,24,3.493000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon, ,,, ,,,, ,,3,61,6,7,5,8,0.5980000,0.6960000,0.5000000,0.7940000,-123.3390656,45.0952797,6.5000000,0.7594118,0.0106245,473320.7500000,4993591.0000000,1256.637061435917303,125663.706143591727596,0,
62,98,488400001225068,4110,0,488400200151488,0,488400200156484,0,0,777.799999999999955,7,0,0,4,0,0, , ,0, , ,1,3,0,0,3, ,1,0,0, ,,0,0,0,0,24,1.945000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon, ,,, ,,,, ,,3,62,7,7,8,8,0.6960000,0.6960000,0.7940000,0.7940000,-123.3724365,45.0901756,7.5000000,0.8747059,0.3829102,470692.6875000,4993035.0000000,1256.637061435917303,125663.706143591727596,0,
63,101,488400000921162,4110,0,488400200152255,0,488400200160355,0,0,1083.799999999999955,7,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,24,2.710000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Cherry Hill Rd,SW, ,Cherry Hill,Rd, ,,en,,3,63,6,7,3,7,0.5980000,0.6960000,0.3040000,0.6960000,-123.3795624,45.1085968,5.7500000,0.6729411,0.0000000,470141.3750000,4995084.0000000,1256.637061435917303,125663.706143591727596,0,
64,102,488400000924854,4110,0,488400200149709,0,488400200156628,0,0,1004.200000000000045,7,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,24,2.510000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Harmony Rd,SW, ,Harmony,Rd, ,,en,,3,64,8,8,8,7,0.7940000,0.7940000,0.7940000,0.6960000,-123.4344177,45.0888710,7.7500000,0.9035294,0.0037300,465814.0312500,4992915.0000000,1256.637061435917303,125663.706143591727596,0,
65,103,488400000925208,4110,0,488400200143932,0,488400200155789,0,0,973.799999999999955,7,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,24,2.434000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW McKenzie Ln,SW, ,McKenzie,Ln, ,,en,,3,65,7,8,7,7,0.6960000,0.7940000,0.6960000,0.6960000,-123.3266602,45.1255264,7.2500000,0.8458824,0.0321467,474310.2812500,4996947.0000000,1256.637061435917303,125663.706143591727596,0,
66,104,488400000921659,4110,0,488400200156667,0,488400200152454,0,0,1216.700000000000045,7,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,24,3.042000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW McKibben Rd,SW, ,McKibben,Rd, ,,en,,3,66,5,6,6,6,0.5000000,0.5980000,0.5980000,0.5980000,-123.3446198,45.0949783,5.7500000,0.6729411,0.0000000,472883.8125000,4993559.0000000,1256.637061435917303,125663.706143591727596,0,
67,105,488400000924235,4110,0,488400200159627,0,488400200149379,0,0,950.299999999999955,7,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,24,2.375000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Solar Dr,SW, ,Solar,Dr, ,,en,,3,67,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.4750671,45.0906830,0.0000000,0.0100000,0.0000000,462616.8125000,4993134.0000000,1256.637061435917303,125663.706143591727596,0,
68,107,488400000917330,4110,0,488400200158825,0,488400200152804,0,0,982.700000000000045,7,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,24,2.457000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Vineyard Ln,SW, ,Vineyard,Ln, ,,en,,3,68,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.3383102,45.1329536,0.0000000,0.0100000,0.0000000,473397.5312500,4997775.5000000,1256.637061435917303,125663.706143591727596,0,
69,108,488400000925206,4110,0,488400200158825,0,488400200153517,0,0,982.500000000000000,7,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,24,2.456000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Vineyard Ln,SW, ,Vineyard,Ln, ,,en,,3,69,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.3318939,45.1385384,0.0000000,0.0100000,0.0000000,473904.8125000,4998394.0000000,1256.637061435917303,125663.706143591727596,0,
70,109,488400000917331,4110,0,488400200155942,0,488400200158825,0,0,1086.799999999999955,7,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,24,2.717000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Vineyard Ln,SW, ,Vineyard,Ln, ,,en,,3,70,7,8,7,7,0.6960000,0.7940000,0.6960000,0.6960000,-123.3263702,45.1306000,7.2500000,0.8458824,0.0066862,474335.2500000,4997510.5000000,1256.637061435917303,125663.706143591727596,0,
71,110,488400000917342,4110,0,488400200150659,0,488400200150233,0,0,798.500000000000000,7,0,0,5,0,0, , ,0, , ,1,3,0,0,3, ,1,0,0, ,,0,0,0,0,24,1.996000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon, ,,, ,,,, ,,3,71,6,7,6,6,0.5980000,0.6960000,0.5980000,0.5980000,-123.3279114,45.1546822,6.2500000,0.7305883,0.0000000,474225.0000000,5000186.0000000,1256.637061435917303,125663.706143591727596,0,
72,111,488400000919315,4110,0,488400200158623,0,488400200161479,0,0,818.700000000000045,7,0,0,5,0,0, , ,0, , ,1,3,0,0,3, ,1,0,0, ,,0,0,1,0,24,2.046000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon, ,,, ,,,, ,,3,72,6,7,7,7,0.5980000,0.6960000,0.6960000,0.6960000,-123.3262405,45.1343575,6.7500000,0.7882353,0.0051449,474347.6875000,4997928.0000000,1256.637061435917303,125663.706143591727596,0,
73,112,488400000919394,4110,0,488400200148016,0,488400200161688,0,0,2926.599999999999909,7,0,0,5,0,0, , ,0, , ,1,3,0,0,3, ,1,0,0, ,,0,0,0,0,24,7.315000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon, ,,, ,,,, ,,3,73,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.3444901,45.1338043,0.0000000,0.0100000,0.0000000,472912.2187500,4997872.5000000,1256.637061435917303,125663.706143591727596,0,
74,113,488400000919394,4110,0,488400200148016,0,488400200161688,0,0,2926.599999999999909,7,0,0,5,0,0, , ,0, , ,1,3,0,0,3, ,1,0,0, ,,0,0,0,0,24,7.315000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon, ,,, ,,,, ,,3,74,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.3421326,45.1285973,0.0000000,0.0100000,0.0000000,473095.2187500,4997293.0000000,1256.637061435917303,125663.706143591727596,0,
75,114,488400000919394,4110,0,488400200148016,0,488400200161688,0,0,2926.599999999999909,7,0,0,5,0,0, , ,0, , ,1,3,0,0,3, ,1,0,0, ,,0,0,0,0,24,7.315000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon, ,,, ,,,, ,,3,75,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.3408203,45.1231232,0.0000000,0.0100000,0.0000000,473195.8125000,4996684.5000000,1256.637061435917303,125663.706143591727596,0,
76,115,488400000919394,4110,0,488400200148016,0,488400200161688,0,0,2926.599999999999909,7,0,0,5,0,0, , ,0, , ,1,3,0,0,3, ,1,0,0, ,,0,0,0,0,24,7.315000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon, ,,, ,,,, ,,3,76,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.3391113,45.1174355,0.0000000,0.0100000,0.0000000,473327.6562500,4996052.0000000,1256.637061435917303,125663.706143591727596,0,
77,116,488400000925052,4110,0,488400200148862,0,488400200156107,0,0,1305.700000000000045,7,0,0,5,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,24,3.263000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Oak Ln,SW, ,Oak,Ln, ,,en,,3,77,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.5162048,45.0935020,0.0000000,0.0100000,0.0000000,459381.2187500,4993467.0000000,1256.637061435917303,125663.706143591727596,0,
78,117,488400000925052,4110,0,488400200148862,0,488400200156107,0,0,1305.700000000000045,7,0,0,5,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,24,3.263000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Oak Ln,SW, ,Oak,Ln, ,,en,,3,78,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.5234375,45.0947571,0.0000000,0.0100000,0.0000000,458813.1875000,4993610.0000000,1256.637061435917303,125663.706143591727596,0,
79,120,488400000331554,4110,0,488400200162221,0,488400200151466,0,0,880.100000000000023,4,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,1,0,48,1.100000000000000,0, ,0,0,1,0,0,6,0,0,0,Oregon,NW Westside Rd,NW, ,Westside,Rd, ,,en,,1,79,6,6,6,8,0.5980000,0.5980000,0.5980000,0.7940000,-123.2044601,45.2591133,6.5000000,0.7594118,0.0832970,483957.9375000,5011755.5000000,1256.637061435917303,125663.706143591727596,0,
80,121,488400000918592,4110,0,488400200158463,0,488400200143829,0,0,725.200000000000045,4,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,48,0.906000000000000,0, ,0,0,1,0,0,6,0,0,0,Oregon,NW Westside Rd,NW, ,Westside,Rd, ,,en,,1,80,6,6,6,8,0.5980000,0.5980000,0.5980000,0.7940000,-123.2036743,45.2705345,6.5000000,0.7594118,0.0229143,484022.8125000,5013024.0000000,1256.637061435917303,125663.706143591727596,0,
81,123,488400000918767,4110,0,488400200144926,0,488400200156924,0,0,1951.599999999999909,4,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,48,2.438000000000000,0, ,0,0,0,0,0,6,0,0,0,Oregon,NW Westside Rd,NW, ,Westside,Rd, ,,en,,1,81,8,5,5,6,0.7940000,0.5000000,0.5000000,0.5980000,-123.2055130,45.3001480,6.0000000,0.7017647,0.0000000,483887.0312500,5016314.5000000,1256.637061435917303,125663.706143591727596,0,
82,124,488400000918767,4110,0,488400200144926,0,488400200156924,0,0,1951.599999999999909,4,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,48,2.438000000000000,0, ,0,0,0,0,0,6,0,0,0,Oregon,NW Westside Rd,NW, ,Westside,Rd, ,,en,,1,82,6,6,8,7,0.5980000,0.5980000,0.7940000,0.6960000,-123.2053986,45.3059959,6.7500000,0.7882353,0.0000000,483898.0937500,5016964.0000000,1256.637061435917303,125663.706143591727596,0,
83,125,488400000918767,4110,0,488400200144926,0,488400200156924,0,0,1951.599999999999909,4,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,48,2.438000000000000,0, ,0,0,0,0,0,6,0,0,0,Oregon,NW Westside Rd,NW, ,Westside,Rd, ,,en,,1,83,5,6,6,6,0.5000000,0.5980000,0.5980000,0.5980000,-123.2052078,45.3118439,5.7500000,0.6729411,0.0000000,483914.3437500,5017614.0000000,1256.637061435917303,125663.706143591727596,0,
84,126,488400000921327,4110,0,488400200143829,0,488400200145390,0,0,657.600000000000023,4,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,48,0.822000000000000,0, ,0,0,0,0,0,6,0,0,0,Oregon,NW Westside Rd,NW, ,Westside,Rd, ,,en,,1,84,5,6,5,7,0.5000000,0.5980000,0.5000000,0.6960000,-123.2035446,45.2770462,5.7500000,0.6729411,0.0000000,484034.9687500,5013747.5000000,1256.637061435917303,125663.706143591727596,0,
85,127,488400000921739,4110,0,488400200156924,0,488400200146768,0,0,790.899999999999977,4,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,48,0.989000000000000,0, ,0,0,0,0,0,6,0,0,0,Oregon,NW Westside Rd,NW, ,Westside,Rd, ,,en,,1,85,6,7,6,8,0.5980000,0.6960000,0.5980000,0.7940000,-123.2125168,45.3131638,6.7500000,0.7882353,0.1105821,483342.1250000,5017762.0000000,1256.637061435917303,125663.706143591727596,0,
86,128,488400000921823,4110,0,488400200160167,0,488400200144926,0,0,1010.600000000000023,4,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,48,1.263000000000000,0, ,0,0,0,0,0,6,0,0,0,Oregon,NW Westside Rd,NW, ,Westside,Rd, ,,en,,1,86,6,6,5,7,0.5980000,0.5980000,0.5000000,0.6960000,-123.2041245,45.2911110,6.0000000,0.7017647,0.0058686,483993.5625000,5015310.0000000,1256.637061435917303,125663.706143591727596,0,
87,129,488400000923632,4110,0,488400200146768,0,488400200158491,0,0,1792.099999999999909,4,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,48,2.240000000000000,0, ,0,0,0,0,0,6,0,0,0,Oregon,NW Westside Rd,NW, ,Westside,Rd, ,,en,,1,87,5,5,6,6,0.5000000,0.5000000,0.5980000,0.5980000,-123.2143478,45.3196602,5.5000000,0.6441177,0.0000000,483200.2812500,5018484.0000000,1256.637061435917303,125663.706143591727596,0,
88,130,488400000923632,4110,0,488400200146768,0,488400200158491,0,0,1792.099999999999909,4,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,48,2.240000000000000,0, ,0,0,0,0,0,6,0,0,0,Oregon,NW Westside Rd,NW, ,Westside,Rd, ,,en,,1,88,4,5,6,7,0.4020000,0.5000000,0.5980000,0.6960000,-123.2142792,45.3255119,5.5000000,0.6441177,0.0000000,483207.6562500,5019134.0000000,1256.637061435917303,125663.706143591727596,0,
89,131,488400000917824,4110,0,488400200157524,0,488400200156739,0,0,796.000000000000000,5,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,40,1.195000000000000,0, ,0,0,0,0,0,6,0,0,0,Oregon,NW Meadow Lake Rd,NW, ,Meadow Lake,Rd, ,,en,,1,89,6,7,6,7,0.5980000,0.6960000,0.5980000,0.6960000,-123.2668762,45.2943573,6.5000000,0.7594118,0.0000000,479074.0937500,5015685.0000000,1256.637061435917303,125663.706143591727596,0,
90,132,488400000917844,4110,0,488400200161872,0,488400200148663,0,0,845.299999999999955,5,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,40,1.269000000000000,0, ,0,0,0,0,0,6,0,0,0,Oregon,NW Meadow Lake Rd,NW, ,Meadow Lake,Rd, ,,en,,1,90,5,5,5,5,0.5000000,0.5000000,0.5000000,0.5000000,-123.2215347,45.2909660,5.0000000,0.5864706,0.0000000,482628.4062500,5015298.0000000,1256.637061435917303,125663.706143591727596,0,
91,133,488400000917845,4110,0,488400200148663,0,488400200144788,0,0,723.899999999999977,5,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,40,1.087000000000000,0, ,0,0,0,0,0,6,0,0,0,Oregon,NW Meadow Lake Rd,NW, ,Meadow Lake,Rd, ,,en,,1,91,5,6,5,8,0.5000000,0.5980000,0.5000000,0.7940000,-123.2115479,45.2937355,6.0000000,0.7017647,0.0280258,483411.9062500,5015603.0000000,1256.637061435917303,125663.706143591727596,0,
92,134,488400000921736,4110,0,488400200161872,0,488400200143708,0,0,773.100000000000023,5,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,40,1.161000000000000,0, ,0,0,0,0,0,6,0,0,0,Oregon,NW Meadow Lake Rd,NW, ,Meadow Lake,Rd, ,,en,,1,92,5,8,8,8,0.5000000,0.7940000,0.7940000,0.7940000,-123.2379761,45.2905884,7.2500000,0.8458824,0.1671462,481339.0625000,5015259.5000000,1256.637061435917303,125663.706143591727596,0,
93,135,488400000922595,4110,0,488400200149070,0,488400200153906,0,0,680.899999999999977,5,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,40,1.021000000000000,0, ,0,0,0,0,0,6,0,0,0,Oregon,NW Pike Rd,NW, ,Pike,Rd, ,,en,,1,93,7,8,6,8,0.6960000,0.7940000,0.5980000,0.7940000,-123.2071228,45.3519974,7.2500000,0.8458824,0.0000685,483776.0937500,5022075.0000000,1256.637061435917303,125663.706143591727596,0,
94,136,488400000922603,4110,0,488400200161740,0,488400200149070,0,0,878.799999999999955,5,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,40,1.320000000000000,0, ,0,0,0,0,0,6,0,0,0,Oregon,NW Pike Rd,NW, ,Pike,Rd, ,,en,,1,94,5,8,6,8,0.5000000,0.7940000,0.5980000,0.7940000,-123.1967621,45.3489418,6.7500000,0.7882353,0.3560952,484586.8437500,5021733.5000000,1256.637061435917303,125663.706143591727596,0,
95,137,488400001225093,4110,0,488400200145070,0,488400200148589,0,0,823.399999999999977,5,0,0,3,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,40,1.235000000000000,0, ,0,0,1,0,0,6,0,0,0,Oregon,NW Pike Rd,NW, ,Pike,Rd, ,,en,,1,95,7,6,6,6,0.6960000,0.5980000,0.5980000,0.5980000,-123.2205582,45.3548965,6.2500000,0.7305883,0.0000000,482724.4687500,5022400.0000000,1256.637061435917303,125663.706143591727596,0,
96,138,488400000331491,4110,0,488400200151894,0,488400200146481,0,0,750.000000000000000,6,0,0,4,0,0, , ,0, , ,1,3,0,0,3, ,1,0,0, ,,0,0,0,0,32,1.406000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon, ,,, ,,,, ,,1,96,6,6,6,6,0.5980000,0.5980000,0.5980000,0.5980000,-123.2465057,45.2900314,6.0000000,0.7017647,0.0000000,480669.7500000,5015199.5000000,1256.637061435917303,125663.706143591727596,0,
97,139,488400001249927,4110,0,488400200158763,0,488400200152750,0,0,1070.700000000000045,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,32,2.009000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,NW Bear Rd,NW, ,Bear,Rd, ,,en,,1,97,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.2594452,45.3564453,0.0000000,0.0100000,0.0000000,479678.6562500,5022581.0000000,1256.637061435917303,125663.706143591727596,0,
98,140,488400000919285,4110,0,488400200149070,0,488400200149237,0,0,1597.099999999999909,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,32,2.996000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,NW Bishop Scott Rd,NW, ,Bishop Scott,Rd, ,,en,,1,98,6,6,5,7,0.5980000,0.5980000,0.5000000,0.6960000,-123.1993942,45.3556099,6.0000000,0.7017647,0.0008776,484382.3750000,5022475.0000000,1256.637061435917303,125663.706143591727596,0,
99,141,488400000919285,4110,0,488400200149070,0,488400200149237,0,0,1597.099999999999909,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,32,2.996000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,NW Bishop Scott Rd,NW, ,Bishop Scott,Rd, ,,en,,1,99,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-123.2008667,45.3605461,7.7500000,0.9035294,0.1047081,484268.4687500,5023023.5000000,1256.637061435917303,125663.706143591727596,0,
100,142,488400000921830,4110,0,488400200157602,0,488400200144092,0,0,649.899999999999977,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,32,1.218000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,NW Clay Pit Rd,NW, ,Clay Pit,Rd, ,,en,,1,100,8,6,8,6,0.7940000,0.5980000,0.7940000,0.5980000,-123.2110977,45.3421440,7.0000000,0.8170588,0.0000000,483461.5625000,5020981.0000000,1256.637061435917303,125663.706143591727596,0,
101,144,488400000917741,4110,0,488400200160324,0,488400200156631,0,0,1088.000000000000000,6,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,32,2.040000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,NW Fir Crest Rd,NW, ,Fir Crest,Rd, ,,en,,1,101,5,6,6,7,0.5000000,0.5980000,0.5980000,0.6960000,-123.2328491,45.2741852,6.0000000,0.7017647,0.0000000,481735.9062500,5013436.0000000,1256.637061435917303,125663.706143591727596,0,
