Lark_ID,firstInterval,firstDet,surveyEvent,unique_ID,Survey_Event_ID,Observer,Survey_Date,Survey_Time,Wind,Temp,Sky_Code,Avg_Noise,Max_Noise,OVSP?,Site_Comments,Number_Detected,Expr1014,Individual_ID,Sex,Age,distanceBand,Interval_1,Interval_2,Interval_3,Interval_4,Notes,Count_Date,Start_Time,Site_ID,dayOfYear,surveyYear,sunrise,mas
636,2,Singing,23_3_0833,833,256,ATC,5/17/2023,06:47:00,0,60.5,Clear,48.1,69.4,0,"cattle pasture in all directions with areas of short and tall grass, house and barn nearby, creek running through pasture. Hill made it difficult to observe the enitre survey area",2,636,1,Male,Adult,2,NA,Singing,NA,Calling,"song heard in flight, later heard calling in same direction",2023-05-17,6H 47M 0S,833,137,2023,2023-05-17T12:45:00Z,61.99999999999999
637,2,Visual,23_3_0833,833,256,ATC,5/17/2023,06:47:00,0,60.5,Clear,48.1,69.4,0,"cattle pasture in all directions with areas of short and tall grass, house and barn nearby, creek running through pasture. Hill made it difficult to observe the enitre survey area",2,637,1,Female,Adult,2,NA,Visual,NA,Calling,"seen flying with male, later heard calling",2023-05-17,6H 47M 0S,833,137,2023,2023-05-17T12:45:00Z,61.99999999999999
638,1,Singing,23_3_2181,2181,306,ATC,5/23/2023,08:37:00,1.1,63.3,Mostly cloudy,52.2,71.6,0,"grass seed in all directions, some shrubs and small trees along side of road, areas with short grass and clumps of forbs, tractor working in field close by. After the survey period I observed a female SHLA that flushed with individual 2 when I tried to get a closer look.",2,638,1,Male,Adult,3,Singing,Visual,Singing,Singing,"heard singing, then seen skylarking. Landed and sang with other male",2023-05-23,8H 37M 0S,2181,143,2023,2023-05-23T12:39:20Z,178
639,2,Singing,23_3_2181,2181,306,ATC,5/23/2023,08:37:00,1.1,63.3,Mostly cloudy,52.2,71.6,0,"grass seed in all directions, some shrubs and small trees along side of road, areas with short grass and clumps of forbs, tractor working in field close by. After the survey period I observed a female SHLA that flushed with individual 2 when I tried to get a closer look.",2,639,2,Male,Adult,2,NA,Singing,Singing,Singing,heard singing from the ground,2023-05-23,8H 37M 0S,2181,143,2023,2023-05-23T12:39:20Z,178
641,1,Singing,23_2_0933,933,421,ATC,6/8/2023,05:49:00,0,61.6,Mostly cloudy,46.7,75.1,0,"AMKE hunting close by, clover field with some grass seed as well",2,641,1,Male,Adult,3,Singing,Singing,Singing,Singing,skylarking,2023-06-08,5H 49M 0S,933,159,2023,2023-06-08T12:30:09Z,18.999999999999986
642,2,Singing,23_2_0933,933,421,ATC,6/8/2023,05:49:00,0,61.6,Mostly cloudy,46.7,75.1,0,"AMKE hunting close by, clover field with some grass seed as well",2,642,2,Male,Adult,3,NA,Singing,Singing,Singing,"singing from the ground further away, never seen",2023-06-08,5H 49M 0S,933,159,2023,2023-06-08T12:30:09Z,18.999999999999986
643,1,Singing,23_3_2645,2645,431,JMD,5/10/2023,09:25:00,0.4,58,Partly cloudy,54.7,69.4,0,Blackberry brambles partially block view of south field,1,643,1,Female,Adult,2,Singing,Singing,Visual,Visual,heard then saw between bramble spaces,2023-05-10,9H 25M 0S,2645,130,2023,2023-05-10T12:52:57Z,212.99999999999994
644,3,Visual,23_3_2645,2645,431,JMD,5/10/2023,09:25:00,0.4,58,Partly cloudy,54.7,69.4,0,Blackberry brambles partially block view of south field,1,644,1,Unknown,Adult,2,NA,NA,Visual,Visual,saw this one next to other,2023-05-10,9H 25M 0S,2645,130,2023,2023-05-10T12:52:57Z,212.99999999999994
645,2,Singing,23_3_3501,3501,440,JMD,5/9/2023,06:52:00,0,60.6,Partly cloudy,58.7,77.2,0,"Short fields. Heard on west side field! Dry, not planted this year apparently.
Barn swallows",1,645,1,Unknown,Adult,2,NA,Singing,Singing,Singing,"Only song heard, no overlap so assumed one individual",2023-05-09,6H 52M 0S,3501,129,2023,2023-05-09T12:54:12Z,58.00000000000001
646,2,Calling,23_2_2213,2213,479,JMD,5/20/2023,08:15:00,0.6,63,Mostly cloudy,43,57.5,0,Barn swallows,1,646,1,Unknown,Adult,NA,NA,Calling,NA,Calling,"Heard North of site point, in lower growth grass",2023-05-20,8H 15M 0S,2213,140,2023,2023-05-20T12:42:02Z,153
647,1,Visual,23_2_1514,1514,483,JMD,5/20/2023,06:25:00,0,58.3,Partly cloudy,35.3,58,0,West side is hazelnut trees. Gravel road. California quail nearby.,1,647,1,Male,Adult,2,Visual,NA,NA,NA,flew away soon after,2023-05-20,6H 25M 0S,1514,140,2023,2023-05-20T12:42:02Z,43.00000000000001
648,4,Singing,23_3_3698,3698,514,JMD,5/30/2023,06:45:00,1.2,48.2,Mostly cloudy,60.3,82.3,0,"East field is crimson clover. West side is homes with lawns, small fenced pasture with tall trees.
Regular traffic",1,648,1,Unknown,Adult,NA,NA,NA,NA,Singing,Song sounded a bit slow but right melody,2023-05-30,6H 45M 0S,3698,150,2023,2023-05-30T12:34:12Z,71.00000000000001
649,1,Singing,23_3_5734,5734,531,JMD,6/5/2023,08:16:00,0.4,57.2,Clear,58.2,86.3,0,"Gravel road, nice spot.
Northern flicker, barn swallows, sparrows",1,649,1,Unknown,Adult,NA,Singing,NA,NA,NA,Sang a couple short songs then went quiet,2023-06-05,8H 16M 0S,5734,156,2023,2023-06-05T12:31:11Z,165.00000000000006
650,4,Singing,23_3_1677,1677,533,JMD,6/5/2023,08:54:00,0.4,69,Clear,58.9,78.8,0,Very low flying helicopter hovered over surrounding field,1,650,1,Unknown,Adult,NA,NA,NA,NA,Singing,East side of road,2023-06-05,8H 54M 0S,1677,156,2023,2023-06-05T12:31:11Z,203.00000000000003
651,1,Singing,23_2_2751,2751,540,JMD,6/6/2023,06:51:00,0,51,Clear,67.4,83,0,"Highway 99. Songs coming from two distinct areas in the field and sometimes overlap. Killdeer. Train parked on tracks, blocking east view.",2,651,1,Unknown,Adult,NA,Singing,Singing,Singing,Singing,NA,2023-06-06,6H 51M 0S,2751,157,2023,2023-06-06T12:30:48Z,80.99999999999997
652,1,Singing,23_2_2751,2751,540,JMD,6/6/2023,06:51:00,0,51,Clear,67.4,83,0,"Highway 99. Songs coming from two distinct areas in the field and sometimes overlap. Killdeer. Train parked on tracks, blocking east view.",2,652,2,Unknown,Adult,NA,Singing,Singing,Singing,NA,NA,2023-06-06,6H 51M 0S,2751,157,2023,2023-06-06T12:30:48Z,80.99999999999997
653,4,Singing,23_3_2893,2893,545,JMD,6/5/2023,06:27:00,0.5,50.3,Clear,64,83.8,0,"Narrow shoulder, parked further up the road then walked to site. Brambles block street view of much of the field.",1,653,1,Unknown,Adult,NA,NA,NA,NA,Singing,"Heard a couple times, then quiet the rest of the time.",2023-06-05,6H 27M 0S,2893,156,2023,2023-06-05T12:31:11Z,56.000000000000014
654,4,Singing,23_2_1102,1102,550,JMD,6/8/2023,06:38:00,0,57.3,Mostly cloudy,68.7,90.8,0,"Regular traffic, lots of pickups. Open fields, grass is about 7 inches maximum.
Songs heard form field west of road. Two songs heard briefly overlapping and at different volumes/areas from field.",2,654,1,Unknown,Adult,NA,NA,NA,NA,Singing,"fainter song, heard from right side of west field, overlapped with other song briefly",2023-06-08,6H 38M 0S,1102,159,2023,2023-06-08T12:30:09Z,67.99999999999997
655,1,Singing,23_2_1102,1102,550,JMD,6/8/2023,06:38:00,0,57.3,Mostly cloudy,68.7,90.8,0,"Regular traffic, lots of pickups. Open fields, grass is about 7 inches maximum.
Songs heard form field west of road. Two songs heard briefly overlapping and at different volumes/areas from field.",2,655,2,Unknown,Adult,NA,Singing,Singing,Singing,Singing,heard from left area of field,2023-06-08,6H 38M 0S,1102,159,2023,2023-06-08T12:30:09Z,67.99999999999997
656,1,Singing,23_2_1066,1066,557,JMD,6/18/2023,08:25:00,0,60.2,Mostly cloudy,60.4,83.9,0,"Single loud truck drove by. Gravel road, taller grass and plants in both fields. Barn swallows.",1,656,1,Unknown,Adult,NA,Singing,Singing,NA,Singing,in field North of road,2023-06-18,8H 25M 0S,1066,169,2023,2023-06-18T12:29:10Z,175.99999999999997
657,1,Singing,23_3_0955,955,558,JMD,6/11/2023,06:05:00,0.3,54,Clear,41.9,51.6,0,"Field being watered
Barn swallows, killdeer close",1,657,1,Unknown,Adult,NA,Singing,Singing,NA,NA,NA,2023-06-11,6H 5M 0S,955,162,2023,2023-06-11T12:29:28Z,35.99999999999998
660,3,Calling,23_2_1356,1356,573,JMD,6/15/2023,07:58:00,0.6,64.5,Clear,62.6,86.5,0,"Steep ditches, east side is cornfield, west side if grass field. 
Little traffic",1,660,1,Unknown,Adult,NA,NA,NA,Calling,Calling,"Was unsure when I heard it, confirmed after using Audubon app.",2023-06-15,7H 58M 0S,1356,166,2023,2023-06-15T12:29:05Z,149
661,1,Singing,23_2_0936,936,580,JMD,6/15/2023,09:00:00,1.4,55.4,Clear,61.3,77.4,0,"East is empty field, west is grass field.",2,661,1,Unknown,Adult,NA,Singing,Calling,Calling,Singing,further east in field.,2023-06-15,9H 0M 0S,936,166,2023,2023-06-15T12:29:05Z,211
662,3,Calling,23_2_0936,936,580,JMD,6/15/2023,09:00:00,1.4,55.4,Clear,61.3,77.4,0,"East is empty field, west is grass field.",2,662,2,Unknown,Adult,NA,NA,NA,Calling,NA,"overlapped slightly with other call/songs, but clealry in more west area of field",2023-06-15,9H 0M 0S,936,166,2023,2023-06-15T12:29:05Z,211
NA,NA,NA,22_1_0148,148,136,BMW,6/9/2022,08:25:00,2.5,65.5,Mostly cloudy,70,102,0,"Vienyards on one side, spotty crimson clover on other side of the road. Tractor spraying the grape vines was a bit noisy, but this location is one of the furthest north, so did the survey anyways. Top noise levels were from cars going by not the tractor.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09,8H 25M 0S,148,160,2022,2022-06-09T12:29:50Z,175.99999999999997
NA,NA,NA,22_1_0203,203,135,BMW,6/9/2022,07:49:00,1,63.5,Mostly cloudy,51,85,0,"Farm buildings on the north, tall grass on the south. Some music playing from the farm. Lots of noisy house sparrows calling.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09,7H 49M 0S,203,160,2022,2022-06-09T12:29:50Z,139.99999999999997
NA,NA,NA,22_1_0213,213,182,BMW,6/30/2022,07:08:00,0,63,Clear,36,66,0,"One grass field, cut and baled, on east side, along with grapes and hazelnuts. Cut and baled hay field with barns on west side. Some tall oaks and other trees around, both the farms and along the road. Gravel rd on hilly sloped terrain. Acorn woodpecker x2, purple finch, Eurasian-Collared dove, house fince and house wren.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-30,7H 8M 0S,213,181,2022,2022-06-30T12:32:54Z,96.00000000000003
NA,NA,NA,22_1_0593,593,188,BMW,6/27/2022,06:00:00,0,62,Clear,33,78,0,"Wheat and grass field on the south, house and trees and another field obscured by hedgerow on the north. Paved road with very little bare ground.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-27,6H 0M 0S,593,178,2022,2022-06-27T12:31:31Z,29.000000000000004
NA,NA,NA,22_1_0597,597,187,BMW,6/27/2022,06:32:00,0,65,Clear,45,92,0,"Grass field on the north. Large rural properties on south with grass pasture. Little traffic on this road (paved), but busy hwy 1/4 mile away. Large irrigation equipment in the grass field to the north.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-27,6H 32M 0S,597,178,2022,2022-06-27T12:31:31Z,61
NA,NA,NA,22_1_0634,634,191,BMW,6/27/2022,08:34:00,1.7,73,Clear,53,89,0,"1/2 hazelnuts, 1/2 grass field. Wide gravel road with bare dirt and gravel along the sides of the road. Very quiet spot. Tall fir trees 350 yards away on other side of grass field. Savannah sparrrows x 2. Max wind noise was due to an airplane flying over.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-27,8H 34M 0S,634,178,2022,2022-06-27T12:31:31Z,183
NA,NA,NA,22_1_0975,975,195,SHA,6/25/2022,08:34:00,3.8,67.9,Clear,61.2,82,0,"one side open field, other side some kind of crop",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25,8H 34M 0S,975,176,2022,2022-06-25T12:30:45Z,184
NA,NA,NA,22_1_0982,982,186,BMW,6/27/2022,09:00:00,2.5,74,Clear,60,111,0,"Lots of bare ground. Looks like maybe a sod farm field on the south and recently tilled soil on the north. Some large trees. Some loud traffic on paved road and tractors working in the field. White-crowned sparrow, kestrel.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-27,9H 0M 0S,982,178,2022,2022-06-27T12:31:31Z,209
NA,NA,NA,22_1_1827,1827,189,BMW,6/27/2022,07:09:00,0,72,Clear,42,72,0,"1/2 grass field, 1/2 hazelnuts and a small wooded house and property. Quiet gravel road. Some tall trees nearby. Western bluebirds and savannah sparrows.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-27,7H 9M 0S,1827,178,2022,2022-06-27T12:31:31Z,98.00000000000003
NA,NA,NA,22_1_2068,2068,183,BMW,6/30/2022,06:09:00,0,50,Clear,57,112,0,"Just about the minimum for suitability. Large trees on the south. Clover field with large ag buildings on north, with grass field to the west. Much more appropriate habitat without buildings or trees just east down the road. See pictures. Paved road, but wide gravel shoulders. Purple finch, cedar waxwings, red-breasted nuthatch, California scrub-jay.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-30,6H 9M 0S,2068,181,2022,2022-06-30T12:32:54Z,37.00000000000003
NA,NA,NA,22_1_2203,2203,190,BMW,6/27/2022,07:35:00,1,69,Clear,67,108,0,"Grass fields on the west, ag buildings, grass and hazelnuts on the east. Paved road with busy traffic and fast moving cars.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-27,7H 35M 0S,2203,178,2022,2022-06-27T12:31:31Z,123.99999999999999
NA,NA,NA,22_1_2332,2332,185,BMW,6/27/2022,09:25:00,2.6,75,Clear,57,112,0,"Weedy grass field on the east and north, hazelnuts and house on the west. Directly in front of a house. Busy and noisy paved road. Oaks and trees on edges of the field. Very little bare ground except under the hazelnuts. Chipping sparrow, savannah sparrow, white-crowned sparrow, Kestrel.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-27,9H 25M 0S,2332,178,2022,2022-06-27T12:31:31Z,233.99999999999997
NA,NA,NA,22_1_2405,2405,193,SHA,6/25/2022,09:14:00,2.5,75.6,Clear,57.8,80,0,"Two fields, one side farmhouse, a few stands of trees",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25,9H 14M 0S,2405,176,2022,2022-06-25T12:30:45Z,223.99999999999994
NA,NA,NA,22_1_2831,2831,192,BMW,6/27/2022,08:12:00,1.5,70,Clear,55,112,0,"1/2 small tree nursery and ag buildings, 1/2 tall grass field. Paved road. Savannah sparrow and white-crowned sparrow.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-27,8H 12M 0S,2831,178,2022,2022-06-27T12:31:31Z,160.99999999999997
NA,NA,NA,22_1_3679,3679,1,SHA,6/9/2022,07:39:00,2,65.7,Mostly cloudy,60.3,79,0,"Approx 1/4 NE is oak stand ~30m tall, W is fescue field and E in front of oaks is freshly plowed earth patch ~100mx25m.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09,7H 39M 0S,3679,160,2022,2022-06-09T12:29:50Z,130.00000000000003
NA,NA,NA,22_1_4498,4498,181,BMW,6/30/2022,08:14:00,1.1,62,Partly cloudy,63,106,0,"Grass field on the east, hazelnuts and house on the west. Some tall hops in SE corner as well, and some grass on west too. Paved road with some tractor noises. Very little bare ground except under the hazelnuts. Northern harrier, white-crowned sparrow, downy woodpecker.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-30,8H 14M 0S,4498,181,2022,2022-06-30T12:32:54Z,161.99999999999994
NA,NA,NA,22_1_4558,4558,194,SHA,6/25/2022,08:00:00,1.5,70.3,Clear,56.3,78,0,large open field opposite gated driveway with more fields,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25,8H 0M 0S,4558,176,2022,2022-06-25T12:30:45Z,150
NA,NA,NA,22_1_4808,4808,153,BMW,6/18/2022,05:54:00,1,50,Partly cloudy,20,47,0,"Some forest on one side, but also large open fields of low grass.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,5H 54M 0S,4808,169,2022,2022-06-18T12:29:12Z,25.000000000000018
NA,NA,NA,22_1_4861,4861,184,BMW,6/30/2022,09:55:00,2.5,62,Partly cloudy,47,108,0,"Grass field on the north with shallow ponds. Right in front of a house with a barking dog on the south, with some more marshy/grassy areas. No shoulder at all, parked west of coordinates and walked to the survey spot. Yellow-headed Blackbird and Ring-necked Pheasant. Last survey for the year.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-30,9H 55M 0S,4861,181,2022,2022-06-30T12:32:54Z,263
NA,NA,NA,22_1_5422,5422,152,BMW,6/18/2022,06:40:00,0,57,Mostly cloudy,32,109,0,Tall grass fields on both sides with a few pine trees. Meadowlarks calling from several directions.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,6H 40M 0S,5422,169,2022,2022-06-18T12:29:12Z,71.00000000000001
NA,NA,NA,22_1_5539,5539,2,SHA,6/9/2022,06:55:00,0,62.3,Mostly cloudy,54.3,79,0,"Fescue field on E side, some trees and shrub growth on W side. Houe and yard ~200 m NW",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09,6H 55M 0S,5539,160,2022,2022-06-09T12:29:50Z,86.00000000000001
NA,NA,NA,22_1_5711,5711,180,BMW,6/30/2022,08:59:00,2.3,67,Mostly cloudy,46,79,0,"Hops on the north side, clover and bare field on the south, with a house. Bare field looks like baby corn, 2-3"" tall. Right directly in front of a house. Pave road, though fairly quiet for traffic. Some tractor noises. Better suitability than satelite map showed. White-crowned sparrows x 3.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-30,8H 59M 0S,5711,181,2022,2022-06-30T12:32:54Z,206.99999999999994
NA,NA,NA,22_2_0594,594,146,BMW,6/18/2022,09:10:00,1.9,57.5,Mostly cloudy,42,94,0,"Oak forest on part of one side, some cow pasture. Big grass fields beyond a row of houses. Western wood pewees, Acorn woodpeckers, Cliff swallows, purple finches.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,9H 10M 0S,594,169,2022,2022-06-18T12:29:12Z,220.99999999999997
NA,NA,NA,22_2_0737,737,85,MLG,6/20/2022,06:40:00,1.5,51.4,Mostly cloudy,57.7,78,0,"Grass fields on both sides. Creek with shrubs to west, bare areas along fence margin, grassy shoulder.
Other species: BRBL, RWBL, AMRO, SASP, KILL, COYE, AMGO, BASW",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-20,6H 40M 0S,737,171,2022,2022-06-20T12:29:28Z,71.00000000000001
NA,NA,NA,22_2_0746,746,84,MLG,6/20/2022,06:11:00,0,47.4,Clear,47.3,69,0,"Tall grass fields on both sides, houses, <200m on west side. Grass up to the road. Ground fog
Other speciesL HOFI, RWBL, RTHA, KILL, EUCD, AMRO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-20,6H 11M 0S,746,171,2022,2022-06-20T12:29:28Z,42.000000000000014
NA,NA,NA,22_2_0764,764,150,BMW,6/18/2022,07:16:00,3.8,56,Mostly cloudy,51,104,0,"Some ag buildings, houses and oaks, but some large grass/hay fields too. White-breasted Nuthatches in oaks.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,7H 16M 0S,764,169,2022,2022-06-18T12:29:12Z,107
NA,NA,NA,22_2_0801,801,68,MLG,6/18/2022,07:33:00,5,54.2,Mostly cloudy,52.4,75,0,Tall grass fields on both sides. Gravel shoulder with some short grass. Water in the ditch,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18,7H 33M 0S,801,169,2022,2022-06-18T12:29:12Z,123.99999999999999
NA,NA,NA,22_2_0876,876,101,MLG,6/23/2022,05:43:00,0,48.9,Clear,71.6,92,0,"In front of a house. Tall grass fields on both sides beyond house, gravel shoulder.
Other species: BRBL, BUOR, RTHA, SASP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23,5H 43M 0S,876,174,2022,2022-06-23T12:30:08Z,13.000000000000007
NA,NA,NA,22_2_0923,923,34,MLG,6/13/2022,09:05:00,1.2,61.5,Mostly cloudy,50.2,79,0,"Freshly plowed fields on both sides of the point surrounded by large fruit tree orchards. Fields <200m wide. Other species noted: CHSP, AMGO, LEGO, YEWA, CEDW, RTHA, COHA, ECDO, WEWP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13,9H 5M 0S,923,164,2022,2022-06-13T12:29:11Z,216.00000000000003
NA,NA,NA,22_2_0941,941,9,MLG,6/8/2022,06:57:00,2.5,56.5,Drizzle,67.3,86,0,Across from a house. Grass fields on both sides west of point,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08,6H 57M 0S,941,159,2022,2022-06-08T12:30:05Z,87.00000000000001
NA,NA,NA,22_2_0986,986,123,MLG,6/29/2022,06:19:00,1.5,61.5,Mostly cloudy,55.8,60,0,"Tall grass fields on both sides. Filberts to the south. Gravel shoulder, mowed ditch
Other species: COYE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29,6H 19M 0S,986,180,2022,2022-06-29T12:32:24Z,46.99999999999999
NA,NA,NA,22_2_1020,1020,30,MLG,6/13/2022,07:01:00,3.5,52.1,Mostly cloudy,40.2,61,0,"tall grass fields on both sides, gravel shoulder",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13,7H 1M 0S,1020,164,2022,2022-06-13T12:29:11Z,92
NA,NA,NA,22_2_1025,1025,15,MLG,6/8/2022,09:28:00,6.1,62.2,Partly cloudy,76.1,96,0,Point on a curve. Tall grass on both sides with bare shoulder. SASP singing,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08,9H 28M 0S,1025,159,2022,2022-06-08T12:30:05Z,238
NA,NA,NA,22_2_1101,1101,21,MLG,6/9/2022,07:46:00,2.3,57.7,Mostly cloudy,70,98,0,"Paved road with ag barns and house on the west side, tall grass field on the east. Killdeer nesting in the parking lot, 3 WEWP singing. Wind increased to 5mph during survey",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09,7H 46M 0S,1101,160,2022,2022-06-09T12:29:50Z,137
